timestamp,datetime,boomAngle,extensionMM,measuredLoad,actualLoad,swingAngle,ropeLength,fsr1,fsr2,fsr3,fsr4,imuRoll,imuPitch,safeLoadLimit,loadPercent,alarmLevel
1789648989.5236816,2026-09-17T18:13:09.523682,-17.44,0.0,566838.0,0.0,88.95,28.9,0,0,0,0,-17.44,-2.59,5.0,0.0,0
1789648989.5442076,2026-09-17T18:13:09.544208,-17.44,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.44,-2.59,5.0,0.0,0
1789648989.564208,2026-09-17T18:13:09.564208,-17.44,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.44,-2.6,5.0,0.0,0
1789648989.584522,2026-09-17T18:13:09.584522,-17.45,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.45,-2.59,5.0,0.0,0
1789648989.604402,2026-09-17T18:13:09.604402,-17.45,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.45,-2.59,5.0,0.0,0
1789648989.6247523,2026-09-17T18:13:09.624752,-17.45,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.45,-2.59,5.0,0.0,0
1789648989.6444075,2026-09-17T18:13:09.644408,-17.45,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.45,-2.6,5.0,0.0,0
1789648989.6643968,2026-09-17T18:13:09.664397,-17.45,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.45,-2.6,5.0,0.0,0
1789648989.6844985,2026-09-17T18:13:09.684499,-17.45,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.45,-2.6,5.0,0.0,0
1789648989.7047348,2026-09-17T18:13:09.704735,-17.45,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.45,-2.6,5.0,0.0,0
1789648989.7247982,2026-09-17T18:13:09.724798,-17.45,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.45,-2.6,5.0,0.0,0
1789648989.7444336,2026-09-17T18:13:09.744434,-17.46,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.46,-2.6,5.0,0.0,0
1789648989.7644854,2026-09-17T18:13:09.764485,-17.46,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.46,-2.6,5.0,0.0,0
1789648989.7840447,2026-09-17T18:13:09.784045,-17.45,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.45,-2.6,5.0,0.0,0
1789648989.804122,2026-09-17T18:13:09.804122,-17.46,0.0,566803.0,0.0,88.95,28.9,0,0,0,0,-17.46,-2.6,5.0,0.0,0
