timestamp,datetime,boomAngle,extensionMM,measuredLoad,actualLoad,swingAngle,ropeLength,fsr1,fsr2,fsr3,fsr4,imuRoll,imuPitch,safeLoadLimit,loadPercent,alarmLevel
1789650801.6131046,2026-09-17T18:43:21.613105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789650801.6285942,2026-09-17T18:43:21.628594,-17.71,0.0,0.0,0.0,99.93,1.6,0,0,0,0,-17.71,-0.96,5.0,0.0,0
1789650801.6467755,2026-09-17T18:43:21.646775,-17.71,0.0,0.0,0.0,99.93,2.8,0,0,0,0,-17.71,-0.96,5.0,0.0,0
1789650801.6690385,2026-09-17T18:43:21.669039,-17.7,0.0,0.0,0.0,99.93,3.7,0,0,0,0,-17.7,-0.96,5.0,0.0,0
1789650801.6888697,2026-09-17T18:43:21.688870,-17.7,0.0,0.0,0.0,99.93,4.3,0,0,0,0,-17.7,-0.96,5.0,0.0,0
1789650801.7093008,2026-09-17T18:43:21.709301,-17.7,0.0,0.0,0.0,99.93,4.4,0,0,0,0,-17.7,-0.97,5.0,0.0,0
1789650801.7285302,2026-09-17T18:43:21.728530,-17.7,0.0,0.0,0.0,99.93,4.4,0,0,0,0,-17.7,-0.97,5.0,0.0,0
1789650801.7491052,2026-09-17T18:43:21.749105,-17.7,0.0,0.0,0.0,99.93,4.4,0,0,0,0,-17.7,-0.97,5.0,0.0,0
1789650801.7688549,2026-09-17T18:43:21.768855,-17.7,0.0,0.0,0.0,99.93,4.4,0,0,0,0,-17.7,-0.97,5.0,0.0,0
1789650801.7897763,2026-09-17T18:43:21.789776,-17.7,0.0,567044.0,0.0,99.93,4.4,0,0,0,0,-17.7,-0.96,5.0,0.0,0
1789650801.809469,2026-09-17T18:43:21.809469,-17.7,0.0,567044.0,0.0,99.93,4.4,0,0,0,0,-17.7,-0.97,5.0,0.0,0
1789650801.8299847,2026-09-17T18:43:21.829985,-17.69,0.0,567044.0,0.0,99.93,4.4,0,0,0,0,-17.69,-0.97,5.0,0.0,0
1789650801.8492005,2026-09-17T18:43:21.849200,-17.69,0.0,567044.0,0.0,99.93,4.4,0,0,0,0,-17.69,-0.97,5.0,0.0,0
1789650801.870406,2026-09-17T18:43:21.870406,-17.69,0.0,567044.0,0.0,99.93,4.4,0,0,0,0,-17.69,-0.97,5.0,0.0,0
1789650801.8891869,2026-09-17T18:43:21.889187,-17.68,0.0,567044.0,0.0,99.93,4.4,0,0,0,0,-17.68,-0.97,5.0,0.0,0
1789650801.908988,2026-09-17T18:43:21.908988,-17.68,0.0,567044.0,0.0,99.93,4.4,0,0,0,0,-17.68,-0.97,5.0,0.0,0
1789650801.9296694,2026-09-17T18:43:21.929669,-17.68,0.0,567044.0,0.0,99.93,4.4,0,0,0,0,-17.68,-0.97,5.0,0.0,0
1789650801.9453554,2026-09-17T18:43:21.945355,-17.68,0.0,567044.0,0.0,99.93,4.4,0,0,0,0,-17.68,-0.97,5.0,0.0,0
1789650801.9671671,2026-09-17T18:43:21.967167,-17.68,0.0,567044.0,0.0,99.93,4.4,0,0,0,0,-17.68,-0.97,5.0,0.0,0
1789650801.9882047,2026-09-17T18:43:21.988205,-17.68,0.0,567084.0,0.0,99.93,4.4,0,0,0,0,-17.68,-0.97,5.0,0.0,0
1789650802.0092728,2026-09-17T18:43:22.009273,-17.67,0.0,567084.0,0.0,99.93,4.4,0,0,0,0,-17.67,-0.97,5.0,0.0,0
1789650802.0295599,2026-09-17T18:43:22.029560,-17.67,0.0,567084.0,0.0,99.93,4.4,0,0,0,0,-17.67,-0.97,5.0,0.0,0
1789650802.049823,2026-09-17T18:43:22.049823,-17.67,0.0,567084.0,0.0,99.93,4.4,0,0,0,0,-17.67,-0.98,5.0,0.0,0
