timestamp,datetime,boomAngle,extensionMM,measuredLoad,actualLoad,swingAngle,ropeLength,fsr1,fsr2,fsr3,fsr4,imuRoll,imuPitch,safeLoadLimit,loadPercent,alarmLevel
1789563481.6923416,2026-09-16T18:28:01.692342,21.53,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.7053685,2026-09-16T18:28:01.705369,21.53,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.725421,2026-09-16T18:28:01.725421,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.7454214,2026-09-16T18:28:01.745421,21.53,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.7644205,2026-09-16T18:28:01.764421,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.7844198,2026-09-16T18:28:01.784420,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.8044224,2026-09-16T18:28:01.804422,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.8244205,2026-09-16T18:28:01.824420,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.8444242,2026-09-16T18:28:01.844424,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.8654199,2026-09-16T18:28:01.865420,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.8854203,2026-09-16T18:28:01.885420,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.9044194,2026-09-16T18:28:01.904419,21.53,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.925426,2026-09-16T18:28:01.925426,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.9454257,2026-09-16T18:28:01.945426,21.53,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.9654295,2026-09-16T18:28:01.965430,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563481.9855363,2026-09-16T18:28:01.985536,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.0040824,2026-09-16T18:28:02.004082,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.025078,2026-09-16T18:28:02.025078,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.0447044,2026-09-16T18:28:02.044704,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.0647888,2026-09-16T18:28:02.064789,21.53,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.0847876,2026-09-16T18:28:02.084788,21.53,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.104789,2026-09-16T18:28:02.104789,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.1247888,2026-09-16T18:28:02.124789,21.53,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.1447875,2026-09-16T18:28:02.144788,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.1647947,2026-09-16T18:28:02.164795,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.184878,2026-09-16T18:28:02.184878,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.2058663,2026-09-16T18:28:02.205866,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.224874,2026-09-16T18:28:02.224874,21.53,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.2458682,2026-09-16T18:28:02.245868,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.2648644,2026-09-16T18:28:02.264864,21.53,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.2848647,2026-09-16T18:28:02.284865,21.53,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
1789563482.304865,2026-09-16T18:28:02.304865,21.62,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,0.0,0
